Code AGB;Code CIQUAL;Groupe d'aliment;Sous-groupe d'aliment;Nom du Produit en Français;LCI Name;DQR;Nom et code;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total
76039;76039;boissons;eaux;Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34);Mineral sparkling water (Salvetat), bottled, averagely mineralized;3,01;Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34) (76039);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76074;76074;boissons;eaux;Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie);Mineral water (San Bernardo), bottled, very lightly mineralized;2,97;Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie) (76074);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76075;76075;boissons;eaux;Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie);Mineral sparkling water (San Pellegrino), bottled, averagely mineralized;3,01;Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie) (76075);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76076;76076;boissons;eaux;Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique);Mineral still water (Spa-Reine), bottled, averagely mineralized;2,97;Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique) (76076);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76092;76092;boissons;eaux;Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42);Mineral sparkling water (St-Alban), bottled, averagely mineralized;3,01;Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42) (76092);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76043;76043;boissons;eaux;Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59);Mineral still water (St-Amand), bottled, averagely mineralized;2,97;Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59) (76043);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76044;76044;boissons;eaux;Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82);Mineral still water (St-Antonin), bottled, strongly mineralized;2,97;Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82) (76044);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76046;76046;boissons;eaux;Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63);Mineral sparkling water (St-Diéry), bottled, strongly mineralized;3,01;Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63) (76046);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76047;76047;boissons;eaux;Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63);Mineral sparkling water (Ste-Marguerite), bottled, averagely mineralized;3,01;Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63) (76047);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76093;76093;boissons;eaux;Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43);Mineral sparkling water (St-Géron), bottled, averagely mineralized;3,01;Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43) (76093);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76094;76094;boissons;eaux;Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34);Mineral sparkling water (St-Michel-de-Mourcairol), bottled, averagely mineralized;3,01;Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34) (76094);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76049;76049;boissons;eaux;Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03);Mineral sparkling water (St-Yorre), bottled, strongly mineralized;3,01;Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03) (76049);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76050;76050;boissons;eaux;Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74);Mineral still water (Thonon), bottled, lightly mineralized;2,97;Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74) (76050);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76095;76095;boissons;eaux;Eau minérale Treignac, embouteillée, non gazeuse, très faiblement minéralisée (Treignac, 19);Mineral still water (Treignac), bottled, very lightly mineralized;2,97;Eau minérale Treignac, embouteillée, non gazeuse, très faiblement minéralisée (Treignac, 19) (76095);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76096;76096;boissons;eaux;Eau minérale Vals, embouteillée, gazeuse, moyennement minéralisée (Vals-les-Bains, 07);Mineral sparkling water (Vals), bottled, averagely mineralized;3,01;Eau minérale Vals, embouteillée, gazeuse, moyennement minéralisée (Vals-les-Bains, 07) (76096);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76078;76078;boissons;eaux;Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique);Mineral still water (Valvert), bottled, lightly mineralized;2,97;Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique) (76078);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76097;76097;boissons;eaux;Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59);Mineral still water (Vauban), bottled, averagely mineralized;2,97;Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59) (76097);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76053;76053;boissons;eaux;Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07);Mineral sparkling water (Ventadour), bottled, lightly mineralized;3,01;Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07) (76053);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76054;76054;boissons;eaux;Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07);Mineral sparkling water (Vernet), bottled, lightly mineralized;3,01;Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07) (76054);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76024;76024;boissons;eaux;Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34);Mineral sparkling water (Vernière), bottled, averagely mineralized;3,01;Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34) (76024);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76055;76055;boissons;eaux;Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03);Mineral sparkling water (Vichy Célestins), bottled, strongly mineralized;3,01;Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03) (76055);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76056;76056;boissons;eaux;Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88);Mineral still water (Vittel), bottled, averagely mineralized;2,97;Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88) (76056);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76058;76058;boissons;eaux;Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63);Mineral sparkling water (Volvic active), bottled, lightly mineralized;3,01;Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63) (76058);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76057;76057;boissons;eaux;Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63);Mineral still water (Volvic), bottled, lightly mineralized;2,97;Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63) (76057);0,00;0,00;0,14;0,10;0,02;0,00;0,27
76059;76059;boissons;eaux;Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68);Mineral still water (Wattwiller), bottled, lightly mineralized;2,97;Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68) (76059);0,00;0,00;0,14;0,10;0,02;0,00;0,27
1002;1002;boissons;boisson alcoolisées;Gin;Gin;3,29;Gin (1002);0,01;0,44;0,48;0,18;0,02;0,01;1,12
2000;2000;boissons;boissons sans alcool;Jus d'ananas, à base de concentré;Pineapple juice, reconstituted from a concentrate;2,14;Jus d'ananas, à base de concentré (2000);4,26;0,14;0,10;0,21;0,01;0,00;4,72
2073;2073;boissons;boissons sans alcool;Jus d'ananas, pur jus;Pineapple juice, pure juice;2,14;Jus d'ananas, pur jus (2073);5,89;0,08;0,10;0,43;0,01;0,00;6,51
1;1;boissons;boissons sans alcool;Jus de betterave;Beetroot juice, pure juice;2,02;Jus de betterave (1);0,26;0,12;0,48;0,29;0,02;0,00;1,16
2006;2006;boissons;boissons sans alcool;Jus de carotte, pur jus;Carrot juice, pure juice;2,09;Jus de carotte, pur jus (2006);0,12;0,02;0,07;0,12;0,01;0,00;0,35
2028;2028;boissons;boissons sans alcool;Jus de citron, pur jus;Lemon juice, pure juice;1,95;Jus de citron, pur jus (2028);0,33;0,10;0,15;0,21;0,01;0,00;0,79
2;2;boissons;boissons sans alcool;Jus de fruits rouges;Mixed red fruits juice, pure juice;2,04;Jus de fruits rouges (0002);0,32;0,04;0,10;0,16;0,01;0,00;0,63
2023;2023;boissons;boissons sans alcool;Jus de mangue, frais;Mango juice, fresh;2,11;Jus de mangue, frais (2023);0,04;0,18;0,07;0,18;0,01;0,00;0,48
2027;2027;boissons;boissons sans alcool;Jus de pamplemousse (pomelo), pur jus;Grapefruit juice, pure juice;2,09;Jus de pamplemousse (pomelo), pur jus (2027);0,41;0,08;0,07;0,43;0,01;0,00;1,00
2074;2074;boissons;boissons sans alcool;Jus de pomme, pur jus;Apple juice, pure juice;2,38;Jus de pomme, pur jus (2074);0,13;0,12;0,10;0,15;0,02;0,00;0,50
2016;2016;boissons;boissons sans alcool;Jus de raisin, pur jus;Grape juice, pure juice;2,04;Jus de raisin, pur jus (2016);0,23;0,02;0,07;0,12;0,01;0,00;0,45
2053;2053;boissons;boissons sans alcool;Jus de tomate, pur jus (aliment moyen);Tomato juice, pure juice (average);2,11;Jus de tomate, pur jus (aliment moyen) (2053);0,16;0,06;0,07;0,20;0,01;0,00;0,50
2012;2012;boissons;boissons sans alcool;Jus d'orange, à base de concentré;Orange juice, reconstituted from a concentrate;2,02;Jus d'orange, à base de concentré (2012);0,14;0,54;0,07;0,34;0,01;0,00;1,10
2013;2013;boissons;boissons sans alcool;Jus d'orange, maison;Orange juice, home-made;2,27;Jus d'orange, maison (2013);0,25;0,32;0,10;0,19;0,04;0,01;0,91
2011;2011;boissons;boissons sans alcool;Jus multifruit - base orange, multivitaminé;Mixed fruits juice, orange based, multivitamin;2,02;Jus multifruit - base orange, multivitaminé (2011);0,06;0,72;0,07;0,22;0,01;0,00;1,08
2048;2048;boissons;boissons sans alcool;Jus multifruit - base pomme, standard;Fruit juice, mixed - apple base, standard;2,04;Jus multifruit - base pomme, standard (2048);0,06;0,34;0,10;0,21;0,01;0,00;0,73
2069;2069;boissons;boissons sans alcool;Jus multifruit, à base de concentré, standard;Mixed fruits juice, reconstituted from a concentrate, multivitamin;3,11;Jus multifruit, à base de concentré, standard (2069);0,31;0,09;0,15;0,32;0,04;0,01;0,91
2002;2002;boissons;boissons sans alcool;Jus multifruit, pur jus, multivitaminé;Mixed fruits juice, pure juice, multivitamin;3,11;Jus multifruit, pur jus, multivitaminé (2002);0,31;0,09;0,15;0,32;0,04;0,01;0,91
2035;2035;boissons;boissons sans alcool;Jus multifruit, pur jus, standard;Mixed fruits juice, pure juice;3,11;Jus multifruit, pur jus, standard (2035);0,31;0,09;0,15;0,32;0,04;0,01;0,91
1018;1018;boissons;boisson alcoolisées;Kir (au vin blanc);Kir (Cocktail of white wine with red fruit liqueur);2,97;Kir (au vin blanc) (1018);0,43;0,05;0,48;0,31;0,04;0,01;1,31
1019;1019;boissons;boisson alcoolisées;Kir royal (au champagne);Champagne kir (Cocktail of champagne with red fruit liqueur);2,97;Kir royal (au champagne) (1019);0,44;0,05;0,48;0,31;0,04;0,01;1,32
18041;18041;boissons;boissons sans alcool;Lait de coco ou Crème de coco;Coconut milk or coconut cream;3,33;Lait de coco ou Crème de coco (18041);0,07;0,09;0,10;0,21;0,03;0,01;0,51
18035;18035;boissons;boissons sans alcool;Limonade, non sucrée, avec édulcorants;Lemonade, without sugar, with artificial sweetener(s);2,6;Limonade, non sucrée, avec édulcorants (18035);0,07;0,03;0,18;0,20;0,04;0,01;0,51
18010;18010;boissons;boissons sans alcool;Limonade, sucrée;Lemonade, with sugar;2,31;Limonade, sucrée (18010);0,07;0,03;0,18;0,20;0,04;0,01;0,51
18016;18016;boissons;boissons sans alcool;Limonade, sucrée, avec édulcorants;Lemonade, with sugar and artificial sweetener(s);2,6;Limonade, sucrée, avec édulcorants (18016);0,07;0,03;0,18;0,20;0,04;0,01;0,51
1003;1003;boissons;boisson alcoolisées;Liqueur;Liqueur;3,68;Liqueur (1003);0,39;0,25;0,48;0,25;0,02;0,01;1,39
1015;1015;boissons;boisson alcoolisées;Marsala;Marsala wine;3,41;Marsala (1015);0,29;0,12;0,57;0,19;0,02;0,01;1,18
2043;2043;boissons;boissons sans alcool;Nectar d'abricot;Apricot nectar;2,06;Nectar d'abricot (2043);0,08;0,07;0,07;0,11;0,01;0,00;0,33
2366;2366;boissons;boissons sans alcool;Nectar de banane;Banana nectar;2,11;Nectar de banane (2366);0,11;0,11;0,07;0,16;0,01;0,00;0,47
2370;2370;boissons;boissons sans alcool;Nectar de mangue;Mango nectar;2,11;Nectar de mangue (2370);0,06;0,22;0,07;0,24;0,01;0,00;0,60
2371;2371;boissons;boissons sans alcool;Nectar de pêche;Peach nectar;2,06;Nectar de pêche (2371);0,05;0,21;0,48;0,18;0,01;0,00;0,93
2054;2054;boissons;boissons sans alcool;Nectar de poire;Pear nectar;2,11;Nectar de poire (2054);0,05;0,48;0,00;0,01;0,11;0,17;0,82
2375;2375;boissons;boissons sans alcool;Nectar d'orange;Orange nectar;2,05;Nectar d'orange (2375);0,08;0,35;0,10;0,24;0,01;0,00;0,78
2060;2060;boissons;boissons sans alcool;Nectar multifruit, multivitaminé;Mixed fruits nectar, multivitamin;3,68;Nectar multifruit, multivitaminé (2060);0,31;0,09;0,15;0,32;0,04;0,01;0,91
2061;2061;boissons;boissons sans alcool;Nectar multifruit, standard;Mixed fruits nectar;3,68;Nectar multifruit, standard (2061);0,31;0,09;0,15;0,32;0,04;0,01;0,91
5004;5004;boissons;boisson alcoolisées;Panaché (limonade et bière);Shandy (beer + lemonade);2,39;Panaché (limonade et bière) (5004);0,06;0,14;0,48;0,28;0,04;0,01;1,00
5005;5005;boissons;boisson alcoolisées;Panaché préemballé (<1° alc.);Shandy, prepacked (<1° alcohol);2,39;Panaché préemballé (<1° alc.) (5005);0,06;0,14;0,48;0,28;0,04;0,01;1,00
1000;1000;boissons;boisson alcoolisées;Pastis;Pastis (anise-flavoured spirit);3,29;Pastis (1000);0,01;0,44;0,48;0,18;0,02;0,01;1,12
5100;5100;boissons;boisson alcoolisées;Pétillant de fruits;Sparkling fruit wine;2,7;Pétillant de fruits (5100);0,30;0,10;0,48;0,31;0,04;0,01;1,23
18101;18101;boissons;boissons sans alcool;Poudre cacaotée ou au chocolat pour boisson, sucrée;Cocoa or chocolate powder, for beverages, with sugar, non rehydrated;2,77;Poudre cacaotée ou au chocolat pour boisson, sucrée (18101);7,47;19,10;0,48;0,47;0,02;0,00;27,50
18168;18168;boissons;boissons sans alcool;Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines;Cocoa or chocolate powder, for beverages, with sugar, fortified with vitamins, non rehydrated;2,77;Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines (18168);7,47;19,10;0,48;0,47;0,02;0,00;27,50
18167;18167;boissons;boissons sans alcool;Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux;Cocoa or chocolate powder, for beverages, with sugar, fortified with vitamins and chemical elements, non rehydrated;2,77;Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux (18167);7,47;19,10;0,48;0,47;0,02;0,00;27,50
1004;1004;boissons;boisson alcoolisées;Rhum;Rum;3,29;Rhum (1004);0,01;0,44;0,48;0,18;0,02;0,01;1,12
1026;1026;boissons;boisson alcoolisées;Saké ou Alcool de riz;Sake or rice wine;3,29;Saké ou Alcool de riz (1026);0,01;0,44;0,48;0,18;0,02;0,01;1,12
1017;1017;boissons;boisson alcoolisées;Sangria;Sangria;2,63;Sangria (1017);0,22;0,12;0,73;0,32;0,04;0,01;1,43
18017;18017;boissons;boissons sans alcool;Sirop à diluer, sucré;Syrup, with sugar (to be diluted);2,63;Sirop à diluer, sucré (18017);0,23;0,14;0,48;0,17;0,02;0,00;1,03
2500;2500;boissons;boissons sans alcool;Smoothie;Smoothie;3,07;Smoothie (2500);0,11;0,18;0,15;0,21;0,04;0,01;0,70
18020;18020;boissons;boissons sans alcool;Thé infusé, non sucré;Tea, brewed, without sugar;2,98;Thé infusé, non sucré (18020);0,02;0,00;0,00;0,00;0,00;0,01;0,04
18154;18154;boissons;boissons sans alcool;Thé noir, infusé, non sucré;Black tea, brewed, without sugar;3,06;Thé noir, infusé, non sucré (18154);0,02;0,00;0,00;0,00;0,00;0,01;0,04
18156;18156;boissons;boissons sans alcool;Thé oolong, infusé, non sucré;Oolong tea, brewed, without sugar;3,06;Thé oolong, infusé, non sucré (18156);0,02;0,00;0,00;0,00;0,00;0,01;0,04
18155;18155;boissons;boissons sans alcool;Thé vert, infusé, non sucré;Green tea, brewed, without sugar;3,06;Thé vert, infusé, non sucré (18155);0,02;0,00;0,00;0,00;0,00;0,01;0,04
18022;18022;boissons;boissons sans alcool;Tisane infusée, non sucrée;Infusion, brewed, without sugar;3,13;Tisane infusée, non sucrée (18022);0,02;0,00;0,00;0,00;0,00;0,01;0,04
18013;18013;boissons;boissons sans alcool;Tonic ou bitter, non sucré, avec édulcorants;Tonic drink, without sugar, with artificial sweetener(s);2,6;Tonic ou bitter, non sucré, avec édulcorants (18013);0,07;0,03;0,18;0,20;0,04;0,01;0,51
18344;18344;boissons;boissons sans alcool;Tonic ou bitter, sucré;Tonic drink, with sugar;2,6;Tonic ou bitter, sucré (18344);0,07;0,03;0,18;0,20;0,04;0,01;0,51
18014;18014;boissons;boissons sans alcool;Tonic ou bitter, sucré, avec édulcorants;Tonic drink, with sugar and artificial sweetener(s);2,6;Tonic ou bitter, sucré, avec édulcorants (18014);0,07;0,03;0,18;0,20;0,04;0,01;0,51
5201;5201;boissons;boisson alcoolisées;Vin blanc mousseux;Wine, white, sparkling;3,01;Vin blanc mousseux (5201);0,35;0,04;0,48;0,31;0,04;0,01;1,22
